variable,x_value,alpha_target,alpha_fitted
prev_u_diesel,228.99328133645457,0.93,0.9307360905657536
prev_u_diesel,237.5591240090751,0.93,0.9318921412197615
prev_u_diesel,246.12496668169564,0.93,0.9330481918737695
prev_u_diesel,254.6908093543161,0.93,0.9342042425277775
prev_u_diesel,263.2566520269366,0.94,0.9353602931817854
prev_u_diesel,271.8224946995571,0.94,0.9365163438357933
prev_u_diesel,280.38833737217755,0.94,0.9376723944898012
prev_u_diesel,288.9541800447981,0.94,0.9388284451438091
prev_u_diesel,297.5200227174186,0.94,0.9399844957978172
cpi_yoy,-0.003,0.91,0.7927012971657843
cpi_yoy,-0.0024875,0.91,0.795315772942208
cpi_yoy,-0.001975,0.91,0.7979302487186317
cpi_yoy,-0.0014624999999999,0.79,0.800544724495056
cpi_yoy,-0.0009499999999999,0.8,0.8031592002714797
cpi_yoy,-0.0004374999999999,0.8,0.8057736760479034
cpi_yoy,7.500000000000041e-05,0.8,0.8083881518243267
cpi_yoy,0.0005875,0.81,0.8110026276007504
cpi_yoy,0.0011,0.81,0.8136171033771741
cpi_yoy,0.0016125,0.81,0.8162315791535978
cpi_yoy,0.002125,0.81,0.8188460549300215
cpi_yoy,0.0026375,0.82,0.8214605307064452
cpi_yoy,0.00315,0.82,0.824075006482869
cpi_yoy,0.0036625,0.82,0.8266894822592927
cpi_yoy,0.004175,0.83,0.8293039580357164
cpi_yoy,0.0046875,0.83,0.8319184338121401
cpi_yoy,0.0052,0.83,0.8345329095885639
cpi_yoy,0.0057125,0.83,0.8371473853649876
cpi_yoy,0.006225,0.84,0.8397618611414113
cpi_yoy,0.0067375,0.84,0.842376336917835
cpi_yoy,0.00725,0.84,0.8449908126942587
cpi_yoy,0.0077625,0.85,0.8476052884706825
cpi_yoy,0.008275,0.85,0.8502197642471062
cpi_yoy,0.0087875,0.85,0.8528342400235299
cpi_yoy,0.0093,0.85,0.8554487157999536
cpi_yoy,0.0098125,0.86,0.8580631915763773
cpi_yoy,0.010325,0.86,0.860677667352801
cpi_yoy,0.0108375,0.86,0.8632921431292248
cpi_yoy,0.01135,0.87,0.8659066189056485
cpi_yoy,0.0118625,0.87,0.8685210946820723
cpi_yoy,0.012375,0.87,0.871135570458496
cpi_yoy,0.0128875,0.87,0.8737500462349197
cpi_yoy,0.0134,0.88,0.8763645220113434
cpi_yoy,0.0139125,0.88,0.8789789977877671
cpi_yoy,0.014425,0.88,0.8815934735641908
cpi_yoy,0.0149375,0.88,0.8842079493406145
cpi_yoy,0.01545,0.89,0.8868224251170382
cpi_yoy,0.0159625,0.89,0.8894369008934621
cpi_yoy,0.016475,0.89,0.8920513766698858
cpi_yoy,0.0169875,0.89,0.8946658524463095
cpi_yoy,0.0175,0.9,0.8972803282227332
cpi_yoy,0.0180125,0.9,0.8998948039991569
cpi_yoy,0.018525,0.9,0.9025092797755806
cpi_yoy,0.0190375,0.91,0.9051237555520043
cpi_yoy,0.01955,0.91,0.907738231328428
cpi_yoy,0.0200625,0.91,0.9100338685955318
cpi_yoy,0.020575,0.91,0.9100338685955318
cpi_yoy,0.0210875,0.91,0.9100338685955318
cpi_yoy,0.0216,0.91,0.9100338685955318
cpi_yoy,0.0221125,0.91,0.9100338685955318
cpi_yoy,0.022625,0.91,0.9100338685955318
cpi_yoy,0.0231375,0.91,0.9100338685955318
cpi_yoy,0.02365,0.91,0.9100338685955318
