month,u_gasoline_sum,u_diesel_sum,gasoline_price_base,diesel_price_base,cpi_yoy,cpi_target,x_gasoline,x_diesel,cpi_hat_next,inflation_excess,deflation_gap,Lpi_inflation,Lpi_deflation,Lpi_raw,Lpi_winsorized,Lpi
2023-03-01,-100.0,-95.0,9044.01621294852,8024.453715719524,0.0069999999999999,0.03,0.0,0.0,0.006437730631824696,0.0,0.013562269368175305,0.0,1.2857363645574391,1.2857363645574391,1.2857363645574391,1.1162851712007502
2023-04-01,126.25398597219194,119.34770691464807,8944.01621294852,7929.453715719524,0.001,0.03,0.014116028299390857,0.015051189046989523,0.0018274587710288448,0.0,0.018172541228971155,0.0,2.3084396283743174,2.3084396283743174,2.3084396283743174,2.0042031918832777
2023-05-01,-280.0,-270.0,9070.270198920713,8048.801422634172,0.002,0.03,0.0,0.0,0.0017850875588393607,0.0,0.01821491244116064,0.0,2.3192169228549595,2.3192169228549595,2.3192169228549595,2.013560113213371
2023-06-01,14.999999999999993,20.0,8790.270198920713,7778.801422634172,0.0,0.03,0.0017064321870153348,0.0025710901864399705,-0.00011137661017014575,0.0,0.020111376610170147,0.0,2.827292837727516,2.827292837727516,2.810768220519442,2.4403283369278954
2023-07-01,275.0,260.0,8805.270198920713,7798.801422634172,-0.003,0.03,0.031231296006533397,0.033338456246034376,-0.0007228090725061192,0.0,0.02072280907250612,0.0,3.0018186176318378,3.0018186176318378,2.810768220519442,2.4403283369278954
2023-08-01,295.0,285.0,9080.270198920713,8058.801422634172,0.001,0.03,0.032488020018948766,0.03536506051626252,0.0029461339199458045,0.0,0.017053866080054197,0.0,2.032978997205175,2.032978997205175,2.032978997205175,1.7650463738138482
2023-09-01,385.0,370.0,9375.270198920713,8343.801422634173,0.0,0.03,0.0410654831094171,0.0443442959939463,0.002640668770594724,0.0,0.017359331229405278,0.0,2.106459799342867,2.106459799342867,2.106459799342867,1.8288429125564358
2023-10-01,-128.65401787049433,-123.91377373913105,9760.270198920713,8713.801422634173,-0.002,0.03,0.0,0.0,-0.0019370268995489816,0.0,0.021937026899548982,0.0,3.3638973211494174,3.3638973211494174,2.810768220519442,2.4403283369278954
2023-11-01,-480.0,-465.0,9631.616181050218,8589.887648895041,-0.005,0.03,0.0,0.0,-0.004728612743340238,0.0,0.02472861274334024,0.0,4.274513591669845,4.274513591669845,2.810768220519442,2.4403283369278954
2023-12-01,-465.62805471658464,-444.4596160798537,9151.616181050218,8124.887648895041,-0.003,0.03,0.0,0.0,-0.0028675555141460672,0.0,0.022867555514146067,0.0,3.65533074734198,3.65533074734198,2.810768220519442,2.4403283369278954
2024-01-01,200.0,190.0,8685.988126333634,7680.428032815187,-0.008,0.03,0.023025589845518273,0.02473820458810514,-0.005971350853951091,0.0,0.02597135085395109,0.0,4.714941123763456,4.714941123763456,2.810768220519442,2.4403283369278954
2024-02-01,152.60516385952997,146.9751511367754,8885.988126333634,7870.428032815187,0.0069999999999999,0.03,0.017173685322320477,0.0186743529734308,0.007547479239272091,0.0,0.01245252076072791,0.0,1.0839312676635975,1.0839312676635975,1.0839312676635975,0.941076595519789
