variable,x_value,alpha_target,f_gasoline,S_gasoline_lag,prev_u_gasoline,alpha_fitted,residual
prev_u_gasoline,-222.1569691096232,1.0,-196.63216233755864,15.25615638306887,-222.1569691096232,1.0,0.0
prev_u_gasoline,-213.1438041364824,1.0,-196.63216233755864,15.25615638306887,-213.1438041364824,1.0,0.0
prev_u_gasoline,-204.1306391633416,1.0,-196.63216233755864,15.25615638306887,-204.1306391633416,1.0,0.0
prev_u_gasoline,-195.11747419020085,1.0,-196.63216233755864,15.25615638306887,-195.11747419020085,1.0,0.0
prev_u_gasoline,-186.1043092170601,1.0,-196.63216233755864,15.25615638306887,-186.1043092170601,1.0,0.0
prev_u_gasoline,-177.0911442439193,1.0,-196.63216233755864,15.25615638306887,-177.0911442439193,1.0,0.0
prev_u_gasoline,-168.07797927077854,1.0,-196.63216233755864,15.25615638306887,-168.07797927077854,1.0,0.0
prev_u_gasoline,-159.06481429763778,1.0,-196.63216233755864,15.25615638306887,-159.06481429763778,1.0,0.0
prev_u_gasoline,-150.05164932449702,1.0,-196.63216233755864,15.25615638306887,-150.05164932449702,1.0,0.0
prev_u_gasoline,-141.03848435135623,1.0,-196.63216233755864,15.25615638306887,-141.03848435135623,1.0,0.0
prev_u_gasoline,-132.02531937821544,1.0,-196.63216233755864,15.25615638306887,-132.02531937821544,1.0,0.0
prev_u_gasoline,-123.01215440507468,1.0,-196.63216233755864,15.25615638306887,-123.01215440507468,0.9994812525504339,-0.0005187474495661482
prev_u_gasoline,-113.99898943193392,1.0,-196.63216233755864,15.25615638306887,-113.99898943193392,0.9981419303265101,-0.0018580696734898927
prev_u_gasoline,-104.98582445879316,0.99,-196.63216233755864,15.25615638306887,-104.98582445879316,0.9968026081025865,0.006802608102586483
prev_u_gasoline,-95.9726594856524,0.99,-196.63216233755864,15.25615638306887,-95.9726594856524,0.9954632858786627,0.005463285878662738
prev_u_gasoline,-86.95949451251164,0.99,-196.63216233755864,15.25615638306887,-86.95949451251164,0.9941239636547391,0.0041239636547391045
prev_u_gasoline,-77.94632953937088,0.99,-196.63216233755864,15.25615638306887,-77.94632953937088,0.9927846414308155,0.002784641430815471
prev_u_gasoline,-68.93316456623006,0.99,-196.63216233755864,15.25615638306887,-68.93316456623006,0.9914453192068917,0.0014453192068917264
prev_u_gasoline,-59.9199995930893,0.99,-196.63216233755864,15.25615638306887,-59.9199995930893,0.9901059969829681,0.0001059969829680929
prev_u_gasoline,-50.90683461994854,0.99,-196.63216233755864,15.25615638306887,-50.90683461994854,0.9887666747590443,-0.0012333252409556517
prev_u_gasoline,-41.89366964680778,0.99,-196.63216233755864,15.25615638306887,-41.89366964680778,0.9874273525351207,-0.002572647464879285
prev_u_gasoline,-32.88050467366702,0.98,-196.63216233755864,15.25615638306887,-32.88050467366702,0.986088030311197,0.006088030311196979
prev_u_gasoline,-23.86733970052626,0.98,-196.63216233755864,15.25615638306887,-23.86733970052626,0.9847487080872733,0.004748708087273346
