scenario,variable,variable_label,x_value,alpha_gasoline,alpha_diesel,u_gasoline,u_diesel,LC,LF,LV,LT,Lpi,LE,weighted_loss,base_f_gasoline,base_f_diesel
upward_base,f_gasoline,gasoline f,-122.26969405186878,0.97,0.87,-118.60160323031272,140.27997451963572,0.121721608417373,0.07891300974820198,0.2553424425294902,0.033812040486854635,0.30132196726436844,0.0,0.131851844741048,-122.26969405186878,161.24135002256978
upward_base,f_gasoline,gasoline f,-112.76640193827569,0.96,0.87,-108.25574586074465,140.27997451963572,0.13710082322617095,0.07843147727033664,0.24097231624351595,0.034182980658011536,0.30132196726436844,0.0,0.13200159411040052,-112.76640193827569,161.24135002256978
upward_base,f_gasoline,gasoline f,-103.2631098246826,0.96,0.87,-99.13258543169529,140.27997451963572,0.14949861826610464,0.0786411029863784,0.22938798748509617,0.034006165009422815,0.30132196726436844,0.0,0.1321426401685617,-103.2631098246826,161.24135002256978
upward_base,f_gasoline,gasoline f,-93.75981771108951,0.95,0.87,-89.07182682553503,140.27997451963572,0.16190586311658084,0.07833797171647669,0.2177948289539889,0.03427078813391634,0.30132196726436844,0.0,0.13227190319755516,-93.75981771108951,161.24135002256978
upward_base,f_gasoline,gasoline f,-84.25652559749642,0.95,0.87,-80.0436993176216,140.27997451963572,0.17191037693744804,0.07859465426535943,0.20844674917078743,0.03404312772260962,0.30132196726436844,0.0,0.13238614589342879,-84.25652559749642,161.24135002256978
upward_base,f_gasoline,gasoline f,-74.75323348390333,0.94,0.87,-70.26803947486913,140.27997451963572,0.18153876982211986,0.07844512688135698,0.19945011160483322,0.0341706510450374,0.30132196726436844,0.0,0.13248777110295262,-74.75323348390333,161.24135002256978
upward_base,f_gasoline,gasoline f,-65.24994137031024,0.93,0.87,-60.68244547438852,140.27997451963572,0.18976386561774997,0.07840120964101381,0.19176469549179317,0.03421075627297831,0.30132196726436844,0.0,0.1325770823813172,-65.24994137031024,161.24135002256978
upward_base,f_gasoline,gasoline f,-55.74664925671709,0.92,0.87,-51.286917316179725,140.27997451963572,0.1966572933722537,0.07845883271721416,0.18532357163683602,0.03415839122812414,0.30132196726436844,0.0,0.1326533427031327,-55.74664925671709,161.24135002256978
upward_base,f_gasoline,gasoline f,-46.243357143124,0.9,0.87,-41.6190214288116,140.27997451963572,0.20254288688099964,0.0783712221975437,0.17982415420622663,0.03423887970342889,0.30132196726436844,0.0,0.13271651837542783,-46.243357143124,161.24135002256978
upward_base,f_gasoline,gasoline f,-36.74006502953091,0.87,0.87,-31.963856575691892,140.27997451963572,0.20719822561436743,0.07829247194858732,0.17547426987635742,0.03431573014619983,0.30132196726436844,0.0,0.13276711080831335,-36.74006502953091,161.24135002256978
upward_base,f_gasoline,gasoline f,-27.23677291593782,0.83,0.87,-22.60652152022839,140.27997451963572,0.21054421043577723,0.07836811731141662,0.17234782778991842,0.0342418266711329,0.30132196726436844,0.0,0.13280399157876888,-27.23677291593782,161.24135002256978
upward_base,f_gasoline,gasoline f,-17.73348080234473,0.73,0.87,-12.945440985711652,140.27997451963572,0.21279484044275054,0.07828642104284227,0.17024487014056505,0.0343218212943907,0.30132196726436844,0.0,0.13282832003081946,-17.73348080234473,161.24135002256978
upward_base,f_gasoline,gasoline f,-8.230188688751639,0.42,0.87,-3.4566792492756884,140.27997451963572,0.21381466239462066,0.07829385400421246,0.16929196256889903,0.03431434272191847,0.30132196726436844,0.0,0.13283946482566977,-8.230188688751639,161.24135002256978
upward_base,f_gasoline,gasoline f,1.2731034248414517,1.0,0.87,1.2731034248414517,140.27997451963572,0.2139035776394413,0.08172680000983353,0.16922872856109908,0.033087781799455124,0.2977471134898751,0.0,0.1326156669166173,1.2731034248414517,161.24135002256978
upward_base,f_gasoline,gasoline f,10.776395538434599,1.0,0.87,10.776395538434599,140.27997451963572,0.21465391727980349,0.08172680000983353,0.169929835576212,0.033087781799455124,0.2717359827612683,0.0,0.12852238623776202,10.776395538434599,161.24135002256978
upward_base,f_gasoline,gasoline f,20.27968765202769,1.0,0.87,20.27968765202769,140.27997451963572,0.2165878242715556,0.08172680000983353,0.17173685160676436,0.033087781799455124,0.24691353026599727,0.0,0.1250087979922676,20.27968765202769,161.24135002256978
upward_base,f_gasoline,gasoline f,29.78297976562078,1.0,0.88,29.78297976562078,141.89238801986141,0.22465063716817157,0.07458424440225445,0.17856222094800278,0.02819313952142921,0.22643869860132085,0.0,0.1220714901068631,29.78297976562078,161.24135002256978
upward_base,f_gasoline,gasoline f,39.28627187921387,1.0,0.88,39.28627187921387,141.89238801986141,0.22895167886270354,0.07458424440225445,0.18258105500943403,0.02819313952142921,0.20383119502339994,0.0,0.11969021880320349,39.28627187921387,161.24135002256978
upward_base,f_gasoline,gasoline f,48.78956399280696,1.0,0.88,48.78956399280696,141.89238801986141,0.23443628790862542,0.07458424440225445,0.18770579808630472,0.02819313952142921,0.18241236967881466,0.0,0.11788863993290469,48.78956399280696,161.24135002256978
upward_base,f_gasoline,gasoline f,58.29285610640005,1.0,0.88,58.29285610640005,141.89238801986141,0.2411044643059372,0.07458424440225445,0.19393645017861483,0.02819313952142921,0.16218222256756484,0.0,0.11666675349596672,58.29285610640005,161.24135002256978
upward_base,f_gasoline,gasoline f,67.79614821999314,1.0,0.88,67.79614821999314,141.89238801986141,0.24895620805463894,0.07458424440225445,0.20127301128636438,0.02819313952142921,0.14314075368965062,0.0,0.11602455949238957,67.79614821999314,161.24135002256978
upward_base,f_gasoline,gasoline f,77.29944033358623,1.0,0.88,77.29944033358623,141.89238801986141,0.2579915191547306,0.07458424440225445,0.2097154814095534,0.02819313952142921,0.125287963045072,0.0,0.11596205792217325,77.29944033358623,161.24135002256978
upward_base,f_gasoline,gasoline f,86.80273244717932,1.0,0.89,86.80273244717932,143.5048015200871,0.27321225431458296,0.0677903185408334,0.22322101849251694,0.023690068625645377,0.11083053746579984,0.0,0.11645736623989637,86.80273244717932,161.24135002256978
upward_base,f_gasoline,gasoline f,96.30602456077247,1.0,0.89,96.30602456077247,143.5048015200871,0.28461470011745454,0.0677903185408334,0.23387530664658485,0.023690068625645377,0.09519269573857139,0.0,0.1175271816115149,96.30602456077247,161.24135002256978
upward_base,f_gasoline,gasoline f,105.8093166743655,0.99,0.89,104.75122350762184,143.5048015200871,0.29574083811174096,0.06881882415780234,0.24427141659373297,0.023750333099901464,0.08229349120189791,0.0,0.11914581719417922,105.8093166743655,161.24135002256978
upward_base,f_gasoline,gasoline f,115.31260878795865,0.98,0.89,113.00635661219948,143.5048015200871,0.3075199401815542,0.07015690175954009,0.255277647170717,0.023976372443410766,0.07059186088270186,0.0,0.12125378707298728,115.31260878795865,161.24135002256978
upward_base,f_gasoline,gasoline f,124.8159009015518,0.96,0.89,119.82326486548972,143.5048015200871,0.3179201117638371,0.07349513996249929,0.2649954241112998,0.025031824072347317,0.06160506475195621,0.0,0.1238412607769899,124.8159009015518,161.24135002256978
upward_base,f_gasoline,gasoline f,134.31919301514483,0.96,0.89,128.94642529453904,143.5048015200871,0.33279170849992723,0.07401805745021761,0.27889123906860463,0.025243920740663887,0.050534935473041415,0.0,0.1269133102054091,134.31919301514483,161.24135002256978
