date,actual_delta,weighted_oil,h_oil,delta_X,delta_h,raw_rule_delta,rule_delta,pred_delta_no_special,carry_before,carry_after,is_special_regulated,special_type,abs_error
2024-07-26,-140,83.32685268563351,0.9334629462873297,-104.8316726443827,0.03961668437989396,-111.86513223962368,-111.86513223962368,-111.86513223962368,0.0,0.0,False,normal,28.134867760376324
2024-08-09,-290,78.12942480766851,1.0,-324.4323176133703,0.06653705371267027,-374.32039970490206,-374.32039970490206,-374.32039970490206,0.0,0.0,False,normal,84.32039970490206
2024-08-22,0,78.53077748309599,1.0,8.417890507666925,0.0,8.583731619506068,8.583731619506068,0.0,0.0,8.583731619506068,False,threshold_no_adjust,0.0
2024-09-06,-100,76.2540156364175,1.0,-150.74814312976196,0.0,-192.9415855151268,-184.35785389562074,-184.35785389562074,8.583731619506068,0.0,False,normal,84.35785389562074
2024-09-21,-350,71.54886341852149,1.0,-263.899788745196,0.0,-336.2065821091846,-336.2065821091846,-336.2065821091846,0.0,0.0,False,normal,13.79341789081542
2024-10-11,135,73.70482919782485,1.0,120.17282085667557,0.0,150.080301366575,150.080301366575,150.080301366575,0.0,0.0,False,normal,15.080301366574986
2024-10-24,85,74.00632029765418,1.0,43.98789959034002,0.0,53.62008263643439,53.62008263643439,53.62008263643439,0.0,0.0,False,normal,31.37991736356561
2024-11-07,-140,71.73925710451103,1.0,-106.62666130006937,0.0,-137.07793536956066,-137.07793536956066,-137.07793536956066,0.0,0.0,False,normal,2.922064630439337
2024-11-20,0,71.46065052223837,1.0,40.25888726930589,0.0,48.8986582632719,48.8986582632719,0.0,0.0,48.8986582632719,False,threshold_no_adjust,0.0
2024-12-04,0,71.41854148799001,1.0,6.819999977814405,0.0,6.560590196578558,55.45924845985046,55.45924845985046,48.8986582632719,0.0,False,threshold_no_adjust,55.45924845985046
2024-12-18,0,71.43306954504757,1.0,12.92108502342262,0.0,14.285373371626726,14.285373371626726,0.0,0.0,14.285373371626726,False,threshold_no_adjust,0.0
2025-01-03,70,72.21715551501484,1.0,59.61077582729331,0.0,73.40071683492813,87.68609020655487,87.68609020655487,14.285373371626726,0.0,False,normal,17.686090206554866
2025-01-17,325,77.05123586660741,1.0,262.19586612652483,0.0,329.9003206530406,329.9003206530406,329.9003206530406,0.0,0.0,False,normal,4.9003206530405805
