variable,x_value,alpha_target,f_gasoline,f_diesel,S_gasoline_lag,prev_u_gasoline,cpi_yoy,alpha_fitted,residual
S_gasoline_lag,-15.282213598539968,0.88,167.8326286565802,161.24135002256978,-15.282213598539968,0.0,0.018,0.8839637750619729,0.003963775061972874
S_gasoline_lag,-14.533918994197624,0.89,167.8326286565802,161.24135002256978,-14.533918994197624,0.0,0.018,0.8851226678184004,-0.004877332181599581
S_gasoline_lag,-13.78562438985528,0.89,167.8326286565802,161.24135002256978,-13.78562438985528,0.0,0.018,0.886281560574828,-0.0037184394251720265
S_gasoline_lag,-13.037329785512936,0.89,167.8326286565802,161.24135002256978,-13.037329785512936,0.0,0.018,0.8874404533312555,-0.0025595466687444723
S_gasoline_lag,-12.289035181170592,0.89,167.8326286565802,161.24135002256978,-12.289035181170592,0.0,0.018,0.8885993460876831,-0.0014006539123169182
S_gasoline_lag,-11.540740576828249,0.89,167.8326286565802,161.24135002256978,-11.540740576828249,0.0,0.018,0.8897582388441106,-0.00024176115588936398
S_gasoline_lag,-10.792445972485906,0.89,167.8326286565802,161.24135002256978,-10.792445972485906,0.0,0.018,0.8909171316005382,0.0009171316005381902
S_gasoline_lag,-10.04415136814356,0.89,167.8326286565802,161.24135002256978,-10.04415136814356,0.0,0.018,0.8920760243569658,0.0020760243569657444
S_gasoline_lag,-9.295856763801218,0.89,167.8326286565802,161.24135002256978,-9.295856763801218,0.0,0.018,0.8932349171133933,0.0032349171133932986
S_gasoline_lag,-8.547562159458874,0.89,167.8326286565802,161.24135002256978,-8.547562159458874,0.0,0.018,0.8943938098698209,0.004393809869820853
S_gasoline_lag,-7.799267555116531,0.9,167.8326286565802,161.24135002256978,-7.799267555116531,0.0,0.018,0.8955527026262484,-0.004447297373751602
S_gasoline_lag,-7.050972950774188,0.9,167.8326286565802,161.24135002256978,-7.050972950774188,0.0,0.018,0.8967115953826759,-0.003288404617324159
S_gasoline_lag,-6.302678346431843,0.9,167.8326286565802,161.24135002256978,-6.302678346431843,0.0,0.018,0.8978704881391034,-0.0021295118608966046
S_gasoline_lag,-5.554383742089501,0.9,167.8326286565802,161.24135002256978,-5.554383742089501,0.0,0.018,0.899029380895531,-0.0009706191044690504
S_gasoline_lag,-4.806089137747156,0.9,167.8326286565802,161.24135002256978,-4.806089137747156,0.0,0.018,0.9001882736519585,0.00018827365195850376
S_gasoline_lag,-4.057794533404813,0.9,167.8326286565802,161.24135002256978,-4.057794533404813,0.0,0.018,0.9013471664083861,0.001347166408386058
S_gasoline_lag,-3.3094999290624685,0.9,167.8326286565802,161.24135002256978,-3.3094999290624685,0.0,0.018,0.9025060591648136,0.002506059164813612
S_gasoline_lag,-2.561205324720124,0.9,167.8326286565802,161.24135002256978,-2.561205324720124,0.0,0.018,0.9036649519212412,0.0036649519212411663
S_gasoline_lag,-1.8129107203777828,0.91,167.8326286565802,161.24135002256978,-1.8129107203777828,0.0,0.018,0.9048238446776687,-0.005176155322331288
S_gasoline_lag,-1.0646161160354382,0.91,167.8326286565802,161.24135002256978,-1.0646161160354382,0.0,0.018,0.9059827374340963,-0.004017262565903734
S_gasoline_lag,-0.3163215116930935,0.91,167.8326286565802,161.24135002256978,-0.3163215116930935,0.0,0.018,0.9071416301905239,-0.00285836980947618
S_gasoline_lag,0.4319730926492475,0.91,167.8326286565802,161.24135002256978,0.4319730926492475,0.0,0.018,0.9083005229469514,-0.0016994770530486258
S_gasoline_lag,1.1802676969915922,0.91,167.8326286565802,161.24135002256978,1.1802676969915922,0.0,0.018,0.909459415703379,-0.0005405842966210717
S_gasoline_lag,1.9285623013339368,0.91,167.8326286565802,161.24135002256978,1.9285623013339368,0.0,0.018,0.9106183084598065,0.0006183084598064825
S_gasoline_lag,2.676856905676281,0.91,167.8326286565802,161.24135002256978,2.676856905676281,0.0,0.018,0.9117772012162341,0.0017772012162340367
S_gasoline_lag,3.4251515100186225,0.91,167.8326286565802,161.24135002256978,3.4251515100186225,0.0,0.018,0.9129360939726615,0.00293609397266148
S_gasoline_lag,4.173446114360967,0.91,167.8326286565802,161.24135002256978,4.173446114360967,0.0,0.018,0.9140949867290891,0.004094986729089034
S_gasoline_lag,4.921740718703312,0.92,167.8326286565802,161.24135002256978,4.921740718703312,0.0,0.018,0.9152538794855166,-0.004746120514483421
S_gasoline_lag,5.670035323045653,0.92,167.8326286565802,161.24135002256978,5.670035323045653,0.0,0.018,0.9164127722419442,-0.0035872277580558665
