variable,x_value,alpha_target,f_gasoline,f_diesel,S_diesel_lag,prev_u_diesel,cpi_yoy,alpha_fitted,residual
f_gasoline,143.82248512873798,0.9,143.82248512873798,161.24135002256978,18.398814096729858,0.0,0.018,0.8969457056517955,-0.003054294348204478
f_gasoline,153.325777242331,0.9,153.325777242331,161.24135002256978,18.398814096729858,0.0,0.018,0.8980877288111602,-0.0019122711888398536
f_gasoline,162.82906935592416,0.9,162.82906935592416,161.24135002256978,18.398814096729858,0.0,0.018,0.8992297519705247,-0.00077024802947534
f_gasoline,172.3323614695172,0.9,172.3323614695172,161.24135002256978,18.398814096729858,0.0,0.018,0.9003717751298893,0.00037177512988928463
f_gasoline,181.83565358311037,0.9,181.83565358311037,161.24135002256978,18.398814096729858,0.0,0.018,0.9015137982892538,0.0015137982892537982
f_gasoline,191.33894569670335,0.9,191.33894569670335,161.24135002256978,18.398814096729858,0.0,0.018,0.9026558214486184,0.002655821448618423
f_gasoline,200.84223781029647,0.91,200.84223781029647,161.24135002256978,18.398814096729858,0.0,0.018,0.903797844607983,-0.0062021553920170724
f_gasoline,210.34552992388967,0.91,210.34552992388967,161.24135002256978,18.398814096729858,0.0,0.018,0.9049398677673476,-0.005060132232652448
f_gasoline,219.8488220374827,0.91,219.8488220374827,161.24135002256978,18.398814096729858,0.0,0.018,0.9060818909267122,-0.003918109073287823
f_gasoline,229.35211415107585,0.91,229.35211415107585,161.24135002256978,18.398814096729858,0.0,0.018,0.9072239140860767,-0.0027760859139233096
f_gasoline,238.8554062646689,0.91,238.8554062646689,161.24135002256978,18.398814096729858,0.0,0.018,0.9083659372454413,-0.001634062754558685
f_gasoline,248.35869837826203,0.91,248.35869837826203,161.24135002256978,18.398814096729858,0.0,0.018,0.9095079604048059,-0.0004920395951941714
f_gasoline,257.86199049185507,0.91,257.86199049185507,161.24135002256978,18.398814096729858,0.0,0.018,0.9106499835641705,0.0006499835641704532
f_gasoline,267.3652826054482,0.91,267.3652826054482,161.24135002256978,18.398814096729858,0.0,0.018,0.9117920067235351,0.0017920067235350778
f_gasoline,276.86857471904125,0.91,276.86857471904125,161.24135002256978,18.398814096729858,0.0,0.018,0.9129340298828996,0.0029340298828995914
f_gasoline,286.3718668326344,0.91,286.3718668326344,161.24135002256978,18.398814096729858,0.0,0.018,0.9140760530422642,0.004076053042264216
f_gasoline,295.87515894622754,0.91,295.87515894622754,161.24135002256978,18.398814096729858,0.0,0.018,0.9152180762016288,0.00521807620162873
f_gasoline,305.3784510598206,0.91,305.3784510598206,161.24135002256978,18.398814096729858,0.0,0.018,0.9163600993609934,0.006360099360993354
f_gasoline,314.8817431734137,0.91,314.8817431734137,161.24135002256978,18.398814096729858,0.0,0.018,0.9175021225203579,0.007502122520357868
f_gasoline,324.3850352870068,0.91,324.3850352870068,161.24135002256978,18.398814096729858,0.0,0.018,0.9186441456797225,0.008644145679722492
f_gasoline,333.8883274005999,0.91,333.8883274005999,161.24135002256978,18.398814096729858,0.0,0.018,0.9197861688390871,0.009786168839087117
f_gasoline,343.39161951419294,0.91,343.39161951419294,161.24135002256978,18.398814096729858,0.0,0.018,0.9209281919984517,0.01092819199845163
f_gasoline,352.8949116277861,0.91,352.8949116277861,161.24135002256978,18.398814096729858,0.0,0.018,0.9220702151578163,0.012070215157816255
f_diesel,1.4586729246075265,1.0,167.8326286565802,1.4586729246075265,18.398814096729858,0.0,0.018,1.0,0.0
f_diesel,10.595822631891224,1.0,167.8326286565802,10.595822631891224,18.398814096729858,0.0,0.018,1.0,0.0
f_diesel,19.73297233917492,1.0,167.8326286565802,19.73297233917492,18.398814096729858,0.0,0.018,1.0,0.0
f_diesel,28.87012204645862,1.0,167.8326286565802,28.87012204645862,18.398814096729858,0.0,0.018,1.0,0.0
f_diesel,38.00727175374232,1.0,167.8326286565802,38.00727175374232,18.398814096729858,0.0,0.018,1.0,0.0
f_diesel,47.14442146102601,0.99,167.8326286565802,47.14442146102601,18.398814096729858,0.0,0.018,0.9887481179068464,-0.0012518820931536334
f_diesel,56.28157116830971,0.97,167.8326286565802,56.28157116830971,18.398814096729858,0.0,0.018,0.964052186225095,-0.005947813774904942
