date,weighted_oil_mean,filtered_oil_price,exchange_rate,previous_actual,theory_price,delta_p_theory,carry_before,stacked_change,delta_p_rule,carry_after,actual_change,actual_after,is_changed,is_special_regulated,rule_error,abs_rule_error
2020-10-09,40.169358,40.169358,6.6933,6845.0,6801.435650084386,-43.564349915614,0.0,-43.564349915614,0.0,-43.564349915614,0,6845,False,False,0.0,0.0
2020-10-23,41.097936000000004,41.097936000000004,6.6861,6845.0,6858.708874127815,13.708874127814852,-43.564349915614,-29.85547578779915,0.0,-29.85547578779915,80,6925,True,False,-80.0,80.0
2020-11-06,37.929616,40.0,6.608,6925.0,6757.454592,-167.54540799999995,-29.85547578779915,-197.4008837877991,-197.4008837877991,0.0,-160,6765,True,False,-37.4008837877991,37.4008837877991
2020-11-20,42.644408,42.644408,6.5608,6765.0,6907.053223521123,142.05322352112307,0.0,142.05322352112307,142.05322352112307,0.0,150,6915,True,False,-7.946776478876927,7.946776478876927
2020-12-04,46.964650000000006,46.964650000000006,6.5301,6915.0,7167.3503651529545,252.3503651529545,0.0,252.3503651529545,252.3503651529545,0.0,250,7165,True,False,2.3503651529545095,2.3503651529545095
2020-12-18,49.705296000000004,49.705296000000004,6.5395,7165.0,7345.032331052516,180.03233105251638,0.0,180.03233105251638,180.03233105251638,0.0,155,7320,True,False,25.032331052516383,25.032331052516383
2021-01-01,50.100539999999995,50.100539999999995,6.525,7320.0,7363.0119209766,43.01192097659987,0.0,43.01192097659987,0.0,43.01192097659987,90,7410,True,False,-90.0,90.0
2021-01-16,54.666336,54.666336,6.48,7410.0,7627.4638118983685,217.46381189836848,43.01192097659987,260.47573287496834,260.47573287496834,0.0,185,7595,True,False,75.47573287496834,75.47573287496834
2021-01-30,54.688112000000004,54.688112000000004,6.4282,7595.0,7601.419653750456,6.419653750455836,0.0,6.419653750455836,0.0,6.419653750455836,75,7670,True,False,-75.0,75.0
2021-02-19,61.97371400000001,61.97371400000001,6.4555,7670.0,8070.929974070162,400.92997407016173,6.419653750455836,407.34962782061757,407.34962782061757,0.0,275,7945,True,False,132.34962782061757,132.34962782061757
2021-03-04,64.13796400000001,64.13796400000001,6.4694,7945.0,8214.736806604562,269.73680660456193,0.0,269.73680660456193,269.73680660456193,0.0,260,8205,True,False,9.736806604561934,9.736806604561934
2021-03-18,66.697098,66.697098,6.5054,8205.0,8398.158675140807,193.15867514080674,0.0,193.15867514080674,193.15867514080674,0.0,235,8440,True,False,-41.841324859193264,41.841324859193264
2021-04-01,62.296648000000005,62.296648000000005,6.5645,8440.0,8156.801263383778,-283.19873661622205,0.0,-283.19873661622205,-283.19873661622205,0.0,-225,8215,True,False,-58.19873661622205,58.19873661622205
2021-04-15,62.16305,62.16305,6.522,8215.0,8122.75346851476,-92.24653148523976,0.0,-92.24653148523976,-92.24653148523976,0.0,0,8215,False,False,-92.24653148523976,92.24653148523976
2021-04-29,64.58779200000001,64.58779200000001,6.471,8215.0,8243.89381822082,28.89381822082032,0.0,28.89381822082032,0.0,28.89381822082032,100,8315,True,False,-100.0,100.0
2021-05-15,67.262686,67.262686,6.4367,8315.0,8389.048417033322,74.04841703332204,28.89381822082032,102.94223525414236,102.94223525414236,0.0,100,8415,True,False,2.9422352541423606,2.9422352541423606
2021-05-28,66.88845,66.88845,6.3674,8415.0,8320.891415737668,-94.10858426233244,0.0,-94.10858426233244,-94.10858426233244,0.0,0,8415,False,False,-94.10858426233244,94.10858426233244
2021-06-12,70.70663400000001,70.70663400000001,6.3967,8415.0,8576.16866469839,161.16866469839078,0.0,161.16866469839078,161.16866469839078,0.0,175,8590,True,False,-13.831335301609215,13.831335301609215
2021-06-29,74.14237800000001,74.14237800000001,6.4635,8590.0,8836.733874020149,246.7338740201485,0.0,246.7338740201485,246.7338740201485,0.0,225,8815,True,False,21.733874020148505,21.733874020148505
2021-07-13,75.01847799999999,75.01847799999999,6.4685,8815.0,8895.15287053849,80.15287053848988,0.0,80.15287053848988,80.15287053848988,0.0,70,8885,True,False,10.152870538489879,10.152870538489879
2021-07-27,71.998354,71.998354,6.5104,8885.0,8735.322204404809,-149.67779559519113,0.0,-149.67779559519113,-149.67779559519113,0.0,-100,8785,True,False,-49.67779559519113,49.67779559519113
2021-08-09,71.46738200000001,71.46738200000001,6.4857,8785.0,8684.795404156508,-100.20459584349192,0.0,-100.20459584349192,-100.20459584349192,0.0,0,8785,False,False,-100.20459584349192,100.20459584349192
2021-08-24,68.049886,68.049886,6.471,8785.0,8460.658319547934,-324.3416804520657,0.0,-324.3416804520657,-324.3416804520657,0.0,-250,8535,True,False,-74.3416804520657,74.3416804520657
2021-09-07,71.670478,71.670478,6.4662,8535.0,8684.017925248736,149.017925248736,0.0,149.017925248736,149.017925248736,0.0,140,8675,True,False,9.017925248735992,9.017925248735992
2021-09-19,73.284782,73.284782,6.4655,8675.0,8784.519477507987,109.51947750798718,0.0,109.51947750798718,109.51947750798718,0.0,90,8765,True,False,19.519477507987176,19.519477507987176
2021-10-10,79.92959200000001,79.92959200000001,6.4435,8765.0,9183.188720348731,418.1887203487313,0.0,418.1887203487313,418.1887203487313,0.0,345,9110,True,False,73.1887203487313,73.1887203487313
2021-10-23,83.81027800000001,83.81027800000001,6.3839,9110.0,9315.83407014187,205.83407014186923,0.0,205.83407014186923,205.83407014186923,0.0,300,9410,True,False,-94.16592985813077,94.16592985813077
2021-11-05,82.48804200000001,82.48804200000001,6.3961,9410.0,9265.054969654499,-144.94503034550144,0.0,-144.94503034550144,-144.94503034550144,0.0,0,9410,False,False,-144.94503034550144,144.94503034550144
2021-11-20,81.22565600000001,81.22565600000001,6.3863,9410.0,9199.427104725488,-210.57289527451212,0.0,-210.57289527451212,-210.57289527451212,0.0,-95,9315,True,False,-115.57289527451212,115.57289527451212
2021-12-04,72.575784,72.575784,6.3758,9315.0,8677.177651303336,-637.8223486966635,0.0,-637.8223486966635,-637.8223486966635,0.0,-430,8885,True,False,-207.82234869666354,207.82234869666354
2021-12-18,73.877134,73.877134,6.3748,8885.0,8756.742724411753,-128.25727558824656,0.0,-128.25727558824656,-128.25727558824656,0.0,-130,8755,True,False,1.7427244117534428,1.7427244117534428
2022-01-01,76.84368,76.84368,6.3726,8755.0,8938.083606671502,183.0836066715019,0.0,183.0836066715019,183.0836066715019,0.0,140,8895,True,False,43.08360667150191,43.08360667150191
2022-01-18,84.76268400000001,84.76268400000001,6.3525,8895.0,9333.671771284316,438.6717712843165,0.0,438.6717712843165,438.6717712843165,0.0,345,9240,True,False,93.67177128431649,93.67177128431649
